userid,age,gender,city,count_sessions,time_first,time_last,time_last_purchase,time_full,time_full_s,value,value_c1,value_c2,value_c3,value_c4,value_c5,value_c6,age_bins,age_bins_name
11069,16,Ж,Москва,573,2021-12-29 00:23:53,2025-01-02 13:06:56,2024-12-24 13:02:30,0 days 10:11:47,36707,246184.12,789445.6927319582,962059.3695627871,847275.1992215808,1110950.5564937692,1023762.3438408155,831065.6594732145,2,16-24
11070,13,Ж,Санкт-Петербург,561,2021-12-28 08:30:56,2025-01-03 20:52:20,2024-09-26 20:02:07,0 days 10:04:31,36271,271062.41,927684.9402597053,1061297.5630954155,741164.271964289,1038390.1329884622,946244.794740753,892156.7016922672,1,<16
11071,32,Ж,Санкт-Петербург,558,2021-12-29 00:08:23,2025-01-01 12:49:04,2024-12-02 12:28:00,0 days 10:21:44,37304,206452.0,668583.9411049447,899684.1863946525,824445.3922609731,678466.8191703978,949281.6971742414,862594.6361644634,3,25-35
11072,31,М,Красноярск,554,2021-12-29 12:41:02,2025-01-02 00:41:15,2024-11-19 00:24:51,0 days 09:30:41,34241,244149.0,927806.84673333,964398.019345521,881634.5439414474,726595.351995581,988995.7394661517,949365.8843790088,3,25-35
11073,14,Ж,Уфа,557,2021-12-28 22:33:26,2025-01-03 11:35:12,2024-09-19 10:38:55,0 days 10:41:12,38472,205407.62,662859.0026649866,735071.4048980584,1057152.8836295663,692772.9364387596,1038372.2546561445,994011.9323029201,1,<16
11074,35,Ж,Москва,568,2022-01-02 00:50:10,2025-01-02 13:08:46,2025-01-02 13:08:46,0 days 09:49:56,35396,314942.0,834725.8935478092,1032542.0057923641,523559.44370341627,830101.7905087651,871015.3340884577,988372.2670037952,3,25-35
11075,21,Ж,Москва,547,2021-12-30 03:06:05,2025-01-03 16:08:39,2024-12-24 16:05:08,0 days 10:46:09,38769,403815.0,817889.0382432183,898383.1083789815,946968.1207097968,1135900.412644481,1179692.1469848326,889948.2979624277,2,16-24
11076,56,М,Нижний Новгород,579,2021-12-30 01:40:22,2025-01-01 14:11:59,2024-10-16 13:35:14,0 days 09:53:51,35631,210943.0,936824.928456391,1037051.31140674,803442.7643439602,748487.7130589841,742399.4188616876,699448.0753263105,5,48-60
11077,43,Ж,Москва,541,2021-12-31 23:46:39,2025-01-03 11:21:08,2024-12-24 11:14:41,0 days 09:19:50,33590,235974.0,804055.5775631533,778971.992283012,908783.5671996523,688721.5318686524,716700.3253752248,933807.4255390603,4,36-48
11078,16,М,Воронеж,574,2021-12-28 18:47:29,2025-01-03 06:51:54,2024-12-13 06:41:51,0 days 09:34:57,34497,324944.41000000003,716676.9435089389,1103936.4355166566,959807.8899636614,1057096.5520753802,851774.3760820418,855316.1322162506,2,16-24
11079,15,Ж,Челябинск,559,2021-12-28 22:44:37,2025-01-03 12:19:44,2025-01-02 12:19:15,0 days 11:04:55,39895,374293.12,950761.1714142449,996488.4899382212,1519742.5665726787,890172.8417544919,902079.9317454326,684926.2879461991,1,<16
11080,30,Ж,Нижний Новгород,561,2021-12-28 21:13:46,2025-01-03 09:15:41,2024-12-17 09:03:15,0 days 09:54:55,35695,272444.03,772862.9861105084,847427.2151370589,1034038.4885163103,880303.778890525,1141720.6000183728,788037.9788633747,3,25-35
11081,31,Ж,Красноярск,555,2021-12-28 12:51:46,2025-01-03 01:23:42,2024-12-09 01:02:22,0 days 10:08:39,36519,304795.0,880901.2623913359,547997.4091879679,990892.9996676381,881859.6392361618,1016718.860235746,880752.825817719,3,25-35
11082,29,М,Санкт-Петербург,551,2021-12-29 13:46:12,2025-01-01 02:10:31,2024-12-26 02:08:32,0 days 10:08:05,36485,302894.0,969589.6653721601,1138434.1214957905,668894.0872517126,859645.2788453901,790714.229073662,671456.8448284451,3,25-35
11083,31,Ж,Казань,569,2021-12-28 20:22:56,2025-01-01 09:34:36,2024-12-23 09:26:25,0 days 10:44:46,38686,296248.8,998996.0402771628,902411.7115379726,969546.2821292417,1077884.2782826957,971790.3492739294,968668.8890319237,3,25-35
11084,25,Ж,Москва,547,2021-12-30 01:51:55,2025-01-01 14:06:54,2024-12-26 13:56:15,0 days 09:59:01,35941,236397.0,497235.59259143553,849126.7329928756,1087373.8090131988,961575.0424462876,590575.641465481,1171319.2580634165,3,25-35
11085,10,Ж,Омск,581,2021-12-28 17:07:05,2025-01-03 07:18:54,2024-11-17 06:45:45,0 days 11:50:44,42644,253848.64,707744.1908489274,1246646.8094646365,1194437.852834875,704898.0444832504,1256575.7710083558,979760.4489606253,1,<16
11086,26,Ж,Екатеринбург,556,2021-12-30 06:06:10,2025-01-02 18:05:29,2024-12-21 17:57:35,0 days 09:39:52,34792,190722.69,832249.4112589982,943288.8025641254,799822.7341818651,774025.2718567748,602039.5019606675,913231.7119563117,3,25-35
11087,32,Ж,Москва,560,2021-12-27 13:45:08,2025-01-03 03:06:22,2024-12-03 02:51:36,0 days 11:04:46,39886,320007.0,846667.2600464957,1210435.5846193018,966742.9776862722,1239149.849992264,960184.3169273696,1014540.9649603136,3,25-35
11088,70,М,Казань,557,2021-12-27 23:25:18,2024-12-31 10:55:48,2024-12-16 10:47:33,0 days 09:11:18,33078,210141.0,929991.3998307337,629994.5611139344,912594.9495626763,722343.916540357,697981.3480447918,864827.8542095191,6,>60
11089,13,М,Санкт-Петербург,558,2021-12-27 09:08:55,2025-01-02 21:42:44,2024-12-05 21:29:08,0 days 10:14:17,36857,198310.0,905487.2560112174,899119.6008503871,822291.701216243,950955.6503158441,751565.1220332724,779718.8549820248,1,<16
11090,36,Ж,Санкт-Петербург,560,2021-12-29 08:17:01,2024-12-31 20:59:54,2024-10-13 20:05:57,0 days 10:20:51,37251,289886.0,775556.9168607579,958187.1288027114,1099773.7844524903,724261.7692176928,1050681.6513589025,836781.7550158763,4,36-48
11091,56,М,Красноярск,551,2021-12-29 11:04:59,2025-01-03 00:06:54,2024-12-27 00:02:39,0 days 10:43:45,38625,251311.01,1220260.6872032927,1082235.0283596343,942249.2678179614,1103980.7106607966,1284755.9394681156,823258.9336448014,5,48-60
11092,66,М,Москва,582,2021-12-29 21:33:31,2025-01-01 10:13:16,2024-11-30 09:46:14,0 days 10:11:08,36668,255316.0,718095.0896326535,692648.6845230655,900096.8145114043,551128.7453955832,1181079.7412477485,1030903.1360613358,6,>60
11093,69,М,Москва,533,2021-12-29 01:07:41,2025-01-02 12:52:57,2024-12-10 12:37:37,0 days 09:40:38,34838,244695.47999999998,931208.7022841948,1066247.2222386885,1265669.0437859297,805098.6558854979,990917.8229038836,721663.3364611848,6,>60
11094,65,М,Челябинск,576,2021-12-28 12:35:51,2025-01-02 01:09:53,2024-12-23 01:02:26,0 days 10:11:51,36711,216130.0,635558.8013581574,1105071.0105066837,1014209.3716264523,1033665.5985365447,1063092.4363847862,770764.8648531969,6,>60
11095,74,М,Челябинск,562,2021-12-30 14:03:16,2025-01-01 02:41:01,2024-12-18 02:35:29,0 days 10:31:32,37892,286015.0,799979.1661910517,1060159.4525979809,892655.2921512307,607532.5870882468,1077796.2528514178,1148321.833474067,6,>60
11096,48,М,Новосибирск,559,2021-12-28 08:59:28,2025-01-02 21:45:50,2024-12-18 21:32:44,0 days 10:28:08,37688,164588.25,568470.6983858286,760729.9908296968,1078351.6188556887,1088233.4750060374,985353.1095728325,823407.8247364627,4,36-48
11097,28,М,Красноярск,556,2021-12-30 02:17:08,2025-01-03 14:28:52,2024-12-27 14:19:57,0 days 09:49:23,35363,315447.0,694016.419208137,815719.6261866387,1010904.0186891444,531598.437242198,808582.7271932578,877334.333630848,3,25-35
11098,69,Ж,Санкт-Петербург,551,2021-12-28 22:59:25,2025-01-01 11:02:32,2025-01-01 11:02:32,0 days 09:49:35,35375,262478.06,821146.2998610162,787771.7877534507,1004548.3694131355,753116.3623793955,847347.064116488,1081667.800738601,6,>60
11099,57,Ж,Уфа,569,2021-12-30 22:51:11,2025-01-03 12:33:59,2025-01-01 12:31:02,0 days 11:19:48,40788,292337.0,927444.6904768076,1008505.7021080259,798005.9717171582,895692.6353752644,1045109.2083063355,604797.6219433029,5,48-60
11100,8,Ж,Ростов-на-Дону,549,2021-12-30 21:24:50,2025-01-03 08:48:11,2025-01-03 08:48:11,0 days 09:02:42,32562,281685.53,670604.6390961447,1228775.4726936123,881932.9362585524,639227.2637677538,960623.3087395602,821225.4003945829,1,<16
11101,44,М,Санкт-Петербург,578,2021-12-31 07:30:16,2025-01-02 20:08:57,2024-12-19 20:03:42,0 days 10:09:07,36547,211382.0,854084.3859322129,913126.7678218471,921791.9255735991,715885.0610080499,1123136.1838336329,740364.1865788206,4,36-48
11102,25,Ж,Новосибирск,554,2021-12-26 21:00:28,2025-01-02 08:44:11,2025-01-01 08:40:28,0 days 09:29:09,34149,129474.0,673307.5762605572,759038.6505322019,1023460.2825183193,1126541.1517857201,996967.4412080002,761301.3850741218,3,25-35
11103,55,Ж,Москва,562,2021-12-28 00:38:34,2025-01-02 13:51:09,2024-12-28 13:50:23,0 days 10:50:03,39003,356153.45999999996,931590.3575362868,997101.133808779,913903.8305474458,705265.1644017543,1316355.929102522,788047.1396819982,5,48-60
11104,25,Ж,Воронеж,553,2021-12-29 16:33:04,2025-01-03 05:08:08,2024-12-29 05:08:03,0 days 10:12:45,36765,217466.0,773607.4376877621,874082.7618091309,892952.0827564255,992521.0568235546,1225333.275520392,804701.8024291655,3,25-35
11105,27,Ж,Уфа,562,2021-12-27 10:35:06,2024-12-29 22:43:06,2024-11-26 22:29:34,0 days 09:46:12,35172,218428.0,1152986.0469595504,689668.7389645929,780732.784719983,722634.5528280793,766296.2225755611,1052795.8974874308,3,25-35
11106,61,Ж,Казань,556,2022-01-01 13:19:55,2025-01-01 02:28:46,2024-12-13 02:16:25,0 days 10:50:56,39056,210460.0,1084328.1435469957,1479398.2069020958,1009401.3184173311,804366.9315405794,618985.7946153651,587844.1748994223,6,>60
11107,7,Ж,Новосибирск,555,2021-12-29 03:06:07,2025-01-02 15:34:36,2025-01-02 15:34:36,0 days 10:14:36,36876,325093.0,739034.592592709,1101572.4548317834,586824.6016572136,891835.519993997,815247.2969010441,996707.3847131778,1,<16
11108,36,Ж,Новосибирск,574,2021-12-28 22:46:39,2025-01-03 11:38:53,2024-12-11 11:19:26,0 days 10:29:09,37749,236698.0,924830.5524834725,987247.4255301183,863592.6562694332,958158.3185194441,1084719.9556015327,1140097.685456399,4,36-48
11109,42,Ж,Уфа,543,2021-12-27 10:07:20,2025-01-02 22:06:04,2024-12-02 21:39:21,0 days 09:46:49,35209,271036.0,697891.0109363489,1059752.2135807336,976514.1313340655,959799.4069695391,728739.0494848331,883831.1855771898,4,36-48
11110,39,М,Уфа,574,2021-12-28 19:22:31,2025-01-02 08:25:08,2024-12-22 08:18:40,0 days 10:38:03,38283,164426.46,869008.9108669896,1289376.6947262085,1350586.1197476601,628782.3475085299,875393.2531152054,738461.5380311569,4,36-48
11111,10,М,Новосибирск,558,2021-12-30 19:25:38,2025-01-02 08:06:43,2024-12-13 07:54:31,0 days 10:18:29,37109,300203.01,488619.7667484059,955632.8524132243,834913.6054102647,856182.7752211705,936767.1661400585,752991.3355229548,1,<16
11112,52,Ж,Москва,558,2021-12-29 00:02:23,2024-12-30 12:13:31,2024-12-10 11:49:34,0 days 09:46:36,35196,203395.0,926688.3386331601,883280.3693416732,877320.3506246528,623820.4065190338,768809.69376211,979772.3422013595,5,48-60
11113,17,Ж,Красноярск,557,2021-12-30 14:09:20,2024-12-31 02:13:40,2024-12-18 01:59:23,0 days 09:46:31,35191,323707.93,821716.727941259,997237.0048396428,763837.0519657452,838387.6053245509,1021094.648685413,914071.0578573549,2,16-24
11114,34,Ж,Москва,552,2022-01-01 12:29:17,2024-12-30 00:58:12,2024-11-21 00:46:50,0 days 10:09:00,36540,207085.0,788761.8240550419,1180696.1615436752,781689.2317746136,738429.4865544937,1087231.9660229713,634336.0672438852,3,25-35
11115,8,Ж,Москва,567,2021-12-29 13:48:58,2025-01-03 03:21:45,2024-12-06 03:00:54,0 days 11:06:30,39990,302701.0,1076061.858951653,878978.9887315149,849048.0099603159,964243.816654169,1076133.204437008,988955.0783890083,1,<16
11116,9,Ж,Челябинск,549,2021-12-31 17:19:59,2025-01-02 06:10:24,2024-12-31 06:10:10,0 days 10:35:28,38128,321623.0,763552.8120056079,1187670.311128212,1102577.5266397255,634653.3529675698,651526.8528503698,1026047.987870519,1,<16
11117,52,Ж,Москва,582,2021-12-26 21:31:04,2025-01-02 10:01:57,2024-09-03 08:17:10,0 days 10:03:34,36214,249676.47,748200.3973087063,924584.9685292615,544655.3219397989,878646.99358174,895336.1104384564,1089556.4931676066,5,48-60
11118,62,Ж,Москва,536,2021-12-30 19:53:39,2025-01-02 07:11:03,2024-12-07 06:53:24,0 days 09:06:49,32809,219082.0,708934.0645140599,887910.6688882124,1031466.6053387187,655201.1451178478,864832.424878698,947920.8269851384,6,>60
11119,21,Ж,Санкт-Петербург,574,2021-12-29 20:25:25,2025-01-01 09:11:37,2024-12-30 09:11:06,0 days 10:18:30,37110,359448.41000000003,594180.4848256605,1038540.9585012485,736122.9508644406,914959.6725370175,970645.2272037813,617124.6817552289,2,16-24
11120,17,Ж,Москва,561,2021-12-27 17:19:04,2025-01-01 05:51:15,2024-12-13 05:38:58,0 days 10:23:08,37388,258710.0,950249.864781902,935403.7026605504,852892.4076827208,1034126.1548057206,1105497.6525577668,579522.578972019,2,16-24
11121,63,М,Казань,559,2021-12-28 22:05:17,2025-01-01 11:24:42,2024-12-16 11:13:49,0 days 10:53:35,39215,239908.0,629997.888222797,1083207.4416338785,833726.7212376159,976790.3206700584,1231030.4233254776,1002449.819130024,6,>60
11122,21,Ж,Омск,555,2021-12-31 21:16:44,2025-01-02 09:31:15,2024-11-29 09:01:22,0 days 09:57:02,35822,327681.0,878806.7001170497,1287118.3822196191,707420.5774202861,873000.4124468103,782523.2572969592,1038849.6244334658,2,16-24
11123,29,М,Москва,556,2021-12-31 05:50:35,2025-01-03 19:22:06,2024-12-31 19:20:16,0 days 11:10:32,40232,232848.0,855729.4324284147,912309.2638717656,1349077.860347459,880528.2239170354,1251607.644732858,629494.4306695085,3,25-35
11124,71,М,Санкт-Петербург,566,2021-12-29 06:49:02,2025-01-03 18:50:34,2024-12-06 18:34:55,0 days 09:41:58,34918,207638.0,669819.8865531213,936746.9137404952,1047504.689184742,1026160.8675139518,1028196.7049682395,764650.0834784437,6,>60
11125,23,Ж,Москва,544,2021-12-30 01:50:44,2024-12-31 13:40:05,2024-12-25 13:33:12,0 days 09:33:39,34419,261149.96,536667.8670932378,1083632.8477622694,963354.8343874434,851437.4289558454,911595.2023004704,1195024.2192823696,2,16-24
11126,10,М,Санкт-Петербург,583,2021-12-28 09:47:06,2025-01-01 23:16:36,2024-12-23 23:06:30,0 days 10:59:41,39581,312939.0,705359.3812324996,990959.6225559198,849928.347759446,1203263.471713935,1029811.0669238816,1018182.493511796,1,<16
11127,32,М,Москва,554,2021-12-29 22:15:13,2025-01-01 10:19:08,2024-12-27 10:17:35,0 days 09:48:06,35286,235190.0,952036.9582661432,828374.6492816384,1028942.7023114262,1069389.7860580278,963396.1981898088,699068.9431204695,3,25-35
11128,22,Ж,Ростов-на-Дону,556,2021-12-27 08:42:35,2025-01-02 21:07:30,2024-12-17 21:01:25,0 days 10:04:22,36262,233133.69,773924.6342105585,838506.7215070333,922877.6599363405,1074896.4919574347,956654.9614940407,930694.2731119924,2,16-24
11129,43,Ж,Самара,555,2021-12-30 04:24:24,2025-01-03 17:23:57,2024-12-21 17:13:37,0 days 10:39:44,38384,189667.8,752088.7596654785,1124021.307672977,810696.2019988085,835914.0860608018,965602.0084950784,731201.7275381315,4,36-48
11130,17,М,Казань,562,2021-12-27 08:33:40,2025-01-02 20:19:37,2024-12-23 20:10:57,0 days 09:34:54,34494,262898.0,1150716.8642136056,885676.7019936905,1067164.2584476722,949788.4049399131,768724.9741089894,1042038.695643289,2,16-24
11131,62,Ж,Новосибирск,557,2021-12-30 08:42:59,2024-12-31 21:15:47,2024-12-30 21:11:57,0 days 10:13:31,36811,326822.0,772314.5867458363,959332.6692586177,963709.2537427243,1202956.5944729298,1027081.6855706229,962840.7058601981,6,>60
11132,24,Ж,Москва,555,2021-12-27 22:59:37,2025-01-02 11:26:27,2024-12-21 11:22:24,0 days 10:09:34,36574,296912.27,843371.016597522,1118840.1071641117,1099534.4927993135,764273.7447937888,998492.4164961965,820237.1354670528,2,16-24
11133,47,Ж,Санкт-Петербург,574,2021-12-29 14:11:55,2025-01-03 03:00:36,2024-12-15 02:53:08,0 days 10:16:48,37008,316250.32,655927.9409745397,876725.9484648312,1044731.0890348861,1181042.4569706826,884722.925478684,1200317.3412637862,4,36-48
11134,51,М,Волгоград,541,2021-12-27 17:15:55,2025-01-01 04:42:43,2024-12-18 04:35:21,0 days 09:13:14,33194,139198.0,825744.7913833022,980796.2941384339,622152.8621685638,699026.411129099,1015099.0573730383,800725.5512941789,5,48-60
11135,32,Ж,Екатеринбург,573,2021-12-30 12:47:20,2025-01-01 02:45:51,2025-01-01 02:45:51,0 days 11:33:38,41618,353030.0,809964.7002237951,901494.1513382249,931653.8641940557,814101.3548581456,905666.4007665719,853526.8640921654,3,25-35
11136,27,Ж,Москва,562,2021-12-30 23:26:28,2025-01-03 11:34:06,2025-01-03 11:33:28,0 days 09:41:36,34896,339410.0,896720.1547135246,712043.1713647483,724349.9426775377,693935.4608626665,971363.8729708435,658385.9829533797,3,25-35
11137,16,М,Самара,557,2022-01-01 19:42:51,2025-01-03 08:04:45,2024-11-12 07:31:27,0 days 10:01:25,36085,337345.25,794817.1583642219,1129902.3354921266,1195153.645128244,823430.6718820158,757590.5082909114,734867.1071029294,2,16-24
11138,20,Ж,Екатеринбург,555,2021-12-27 06:50:39,2025-01-03 19:16:17,2025-01-03 19:14:46,0 days 10:07:12,36432,318596.0,733780.3729138756,1259677.7494305763,981494.686195169,854845.5387080014,803231.3464450375,856676.0187762586,2,16-24
11139,26,Ж,Москва,555,2021-12-28 03:51:52,2024-12-31 16:39:15,2024-12-23 16:34:04,0 days 10:25:09,37509,270900.14,588816.2599111735,753132.6795415349,1082071.0949277054,813675.7847466881,1155975.466009441,888173.7910437264,3,25-35
11140,61,Ж,Санкт-Петербург,569,2021-12-31 00:19:02,2025-01-01 13:16:43,2024-12-22 13:06:02,0 days 10:34:45,38085,252351.0,764681.199759058,1069146.0238789623,1042747.2996999951,822292.4454391778,1353684.0487482315,1042545.976924203,6,>60
11141,54,М,Уфа,547,2021-12-27 21:18:37,2025-01-02 10:22:26,2024-12-24 10:14:46,0 days 10:52:36,39156,347493.11,800327.8586033978,1074938.0983016635,931559.3806267555,1162556.0611173972,1154581.6772787294,961225.2757350485,5,48-60
11142,35,М,Москва,579,2021-12-29 09:28:16,2025-01-02 21:47:43,2024-12-28 21:45:57,0 days 09:56:08,35768,314493.0,842561.087738958,1052345.136109008,946381.0287418822,650825.7778280802,1007132.0693534511,1032100.0327636434,3,25-35
11143,35,Ж,Нижний Новгород,545,2021-12-29 00:03:43,2025-01-03 12:35:43,2024-12-11 12:09:25,0 days 10:14:18,36858,286745.58,966242.7967127993,1205835.6728368034,1001175.3236357718,677904.6145545006,824685.529589968,663206.171404647,3,25-35
11144,42,М,Уфа,573,2021-12-28 02:10:42,2025-01-01 15:32:03,2025-01-01 15:31:37,0 days 10:59:52,39592,234439.0,1069752.9266157998,824172.6020595947,786456.2885124824,860270.9898540991,1138495.111920271,852389.2551809687,4,36-48
11145,16,М,Москва,557,2021-12-28 22:18:00,2024-12-31 10:16:08,2024-10-11 09:17:02,0 days 09:41:55,34915,254937.57,909751.3203096205,923822.0672521911,873069.5794705799,647292.6980838492,872599.8672856729,899616.2409832731,2,16-24
11146,31,Ж,Москва,563,2021-12-30 13:54:03,2025-01-01 02:50:29,2024-12-09 02:40:24,0 days 10:29:18,37758,296975.0,716284.0395839469,836688.0477929591,1060935.7784807144,978427.2453817913,1299395.7066819423,665133.5952335239,3,25-35
11147,21,М,Уфа,555,2022-01-02 13:24:39,2025-01-02 02:01:59,2024-11-28 01:39:13,0 days 10:14:36,36876,308730.0,881344.5969017467,868551.7700059841,814426.262723579,1007777.1823271345,1107985.2134497212,829241.746247497,2,16-24
11148,38,М,Санкт-Петербург,551,2021-12-30 13:25:08,2025-01-02 00:54:52,2024-12-26 00:47:51,0 days 09:13:31,33211,271276.1,683374.014955562,798342.1136852137,682697.4824399949,920946.2934837553,602593.8156469718,844176.7645025337,4,36-48
11149,11,М,Самара,570,2021-12-27 00:20:16,2025-01-03 12:38:53,2024-11-25 12:12:45,0 days 09:47:45,35265,243552.0,761761.2430020483,984191.5524528464,820291.1595338191,784730.1021876527,754357.7181183678,909123.6343669415,1,<16
11150,13,Ж,Новосибирск,548,2021-12-28 00:28:46,2025-01-03 12:29:58,2024-12-19 12:18:58,0 days 09:48:29,35309,269592.03,583434.9200347307,908772.2335217017,1081656.7924536588,1068591.3336411116,1130425.911959574,937970.2301694902,1,<16
11151,59,Ж,Екатеринбург,578,2021-12-29 06:16:53,2025-01-03 20:06:38,2024-11-27 19:51:24,0 days 11:24:56,41096,295343.0,838008.0357397496,1039458.7491081015,993939.0872489652,810136.548021367,1062101.4259525433,861783.7851212975,5,48-60
11152,45,М,Новосибирск,552,2021-12-31 19:53:00,2024-12-27 07:53:29,2024-11-01 07:16:17,0 days 09:42:32,34952,265033.0,638671.7042908728,961050.0913214777,813139.9376462413,561743.5474405385,788671.5089813672,761287.7301855226,4,36-48
11153,28,Ж,Ростов-на-Дону,560,2021-12-27 04:33:07,2025-01-02 18:11:43,2024-12-06 17:44:19,0 days 11:15:47,40547,442043.0,944391.3497424053,996521.1858023037,964523.6374501014,724595.120334339,1179773.8004991503,747058.1919411613,3,25-35
11154,34,Ж,Челябинск,557,2021-12-28 20:27:04,2025-01-01 08:44:26,2025-01-01 08:44:26,0 days 09:56:07,35767,260046.35,975810.2700282675,949516.4713900487,965849.1763402733,720481.5907016563,884605.3093678612,908633.9906195723,3,25-35
11155,79,Ж,Екатеринбург,558,2021-12-26 21:02:41,2025-01-02 09:24:08,2024-12-27 09:23:01,0 days 10:09:01,36541,299483.0,754336.292538609,916732.2726345529,1074750.1534140916,876091.0222747587,1250769.9437943082,739697.7720302367,6,>60
11156,53,М,Новосибирск,560,2021-12-29 12:01:01,2025-01-01 00:44:30,2024-12-25 00:37:36,0 days 10:19:20,37160,266057.25,706362.0763311364,1051218.4877602395,1066750.9481512576,692800.5014429796,1046151.9993175702,1075133.7811452544,5,48-60
11157,37,М,Москва,551,2021-12-29 19:31:12,2025-01-03 07:53:28,2025-01-03 07:52:40,0 days 10:03:21,36201,201459.6,719505.4808948587,1013825.3415588608,1020315.9880438945,1119254.4113874435,1042375.5972856681,592075.1237390261,4,36-48
11158,48,Ж,Екатеринбург,582,2021-12-30 04:55:46,2025-01-01 17:40:50,2024-12-18 17:26:04,0 days 10:15:43,36943,210491.03,1008297.8271851186,967951.4368777231,745548.2317379744,981611.8709464371,1039013.5574315989,1041231.7185234674,4,36-48
11159,41,Ж,Москва,533,2021-12-29 13:45:27,2025-01-03 02:52:53,2025-01-01 02:49:51,0 days 11:02:31,39751,296887.0,653614.4800619662,1080687.629419755,969467.502327404,934558.9934878701,1018607.1896684102,1110238.4404885168,4,36-48
11160,21,М,Самара,577,2021-12-27 23:24:13,2025-01-03 11:23:45,2024-12-22 11:11:16,0 days 09:37:07,34627,219551.0,837907.4648732257,759700.0738166833,682317.697511998,960082.5297729425,734478.1624102418,906556.3016956786,2,16-24
11161,37,Ж,Екатеринбург,563,2022-01-01 12:58:52,2025-01-03 01:15:15,2024-12-09 01:01:34,0 days 10:04:47,36287,158260.0,909611.2104163377,917286.7700875588,882420.1680392167,750261.9681436074,921432.2447894135,660340.769494259,4,36-48
11162,27,Ж,Нижний Новгород,558,2021-12-28 23:38:40,2025-01-01 13:39:36,2024-11-09 12:53:38,0 days 11:49:26,42566,283367.0,907462.9544027625,1082440.7753539083,1025006.7914678173,957937.5196305277,1235545.6426966935,901885.0112827424,3,25-35
11163,19,Ж,Санкт-Петербург,557,2021-12-28 01:49:28,2025-01-03 13:38:29,2024-12-15 13:25:40,0 days 09:29:58,34198,185971.0,726468.7107187959,922867.0895825726,641614.730390405,649937.4256538561,928763.7901224777,978728.5070214266,2,16-24
11164,40,Ж,Санкт-Петербург,550,2021-12-29 15:39:33,2025-01-02 04:23:08,2025-01-02 04:22:29,0 days 10:28:22,37702,291982.0,809605.1848795011,1029278.2955033921,1032337.8091914874,833421.0701480611,1333188.9837473005,867557.879978487,4,36-48
11165,26,Ж,Санкт-Петербург,569,2021-12-31 11:44:46,2025-01-02 00:37:46,2024-12-20 00:33:01,0 days 10:37:52,38272,305779.03,984923.8724684019,869207.9836431688,1015302.0015586006,876333.6925829607,1179957.5078402744,852631.3624979019,3,25-35
11166,15,Ж,Нижний Новгород,549,2021-12-30 06:31:02,2025-01-02 18:25:08,2025-01-02 18:25:08,0 days 09:38:59,34739,147087.15,511094.6635239449,789342.1500919732,983320.6092987217,826837.9308062922,893987.1547561784,856931.5335636928,1,<16
11167,34,М,Казань,577,2021-12-28 16:18:10,2024-12-30 05:00:19,2024-11-21 04:38:30,0 days 10:17:16,37036,244465.0,889184.0436041623,955601.6860411786,983273.3934147229,661906.3402680135,1045856.2262136105,977959.5732628191,3,25-35
11168,25,Ж,Санкт-Петербург,554,2021-12-27 06:11:38,2025-01-02 18:29:21,2024-12-30 18:23:07,0 days 10:03:43,36223,294599.3,733590.0161121953,843345.0382965512,659048.4529010544,930752.0514043727,626330.1799517641,1074912.335336451,3,25-35
11169,15,Ж,Екатеринбург,562,2021-12-28 05:22:51,2025-01-02 18:20:48,2024-12-04 17:57:03,0 days 10:40:09,38409,255664.0,929851.231199814,861572.5927207477,837430.2354324128,811239.4311405247,881240.2395063622,951418.7887380077,1,<16
11170,38,М,Москва,555,2021-12-29 06:38:11,2025-01-03 19:21:31,2025-01-03 19:21:31,0 days 10:25:01,37501,108278.0,938152.1439926163,883823.0742584757,893808.8702085833,1158919.8379774643,985255.9363062602,827320.633105238,4,36-48
11171,50,М,Екатеринбург,561,2021-12-29 12:41:21,2025-01-03 00:49:50,2024-11-06 00:18:03,0 days 09:48:50,35330,265606.18,955141.6454179614,705182.3867569624,1197727.9706887468,1090889.8458425107,831861.1026268533,763214.8260060139,5,48-60
11172,49,Ж,Москва,557,2021-12-28 06:50:19,2025-01-02 19:09:43,2024-12-24 19:06:11,0 days 10:04:39,36279,375054.0,994962.3064527363,1128846.417366473,1055117.0376712556,780277.8569916065,1176324.5435381674,524860.4269099227,5,48-60
11173,10,Ж,Омск,555,2021-12-29 06:46:09,2025-01-02 19:16:49,2024-12-12 18:59:19,0 days 10:13:02,36782,263371.0,660512.4949565649,588764.4074008185,1089701.026423101,734199.9813629771,899788.931200405,1105082.921787641,1,<16
11174,28,Ж,Волгоград,575,2021-12-28 03:31:50,2025-01-03 17:03:57,2024-12-30 17:01:11,0 days 11:07:54,40074,281828.0,923030.7189334626,908858.0474141698,1068731.9857638956,580646.37173204,1058867.175100906,692309.5284730963,3,25-35
11175,42,М,Москва,545,2021-12-29 21:18:04,2025-01-03 09:16:34,2024-12-13 08:56:46,0 days 09:43:47,35027,225913.51,718474.9211124724,649963.0474134202,988895.1588720381,1087043.1467322456,1218551.2999311932,655900.7739970561,4,36-48
11176,32,М,Москва,571,2021-12-30 11:49:19,2025-01-02 01:26:06,2024-10-06 00:35:49,0 days 11:10:47,40247,222594.0,792685.7955709517,936558.7509670916,773610.2692755909,816888.3953016675,935704.1895643724,966841.3482927295,3,25-35
